city,sector,orders_per_week,avg_weight_kg,business_model,pct_ultra_urgent,pct_same_day,pct_next_day,peak_hours,avg_distance_km,current_provider,curr_time_hr,curr_cost_aed,fail_rate_band,tracking_sat,delay_churn,eta_importance,fuel_pain,prem_fast_pct,top_pain,stops_per_route,traffic_level,dispatch_day,vehicle_type,fuel_price,cost_threshold_aedkm,time_value_aed,wage_share_pct,maint_cost_aedkm,fuel_strategy,overall_csat,renew_intent,nps,switch_past,repeat_speed_impact,trust_ai,ai_dashboard_influence,choose_speed_equalcost,ai_worry,ai_cost_saving_est,growth_pct_nextyr,expand_timeline,launch_zone_pref,season_peaks,beta_opt_in,api_integration,returns_pct,co2_importance,analytics_usage,contract_term_pref
Fujairah,E-commerce,13.0,2.66,B2B,37.8,28.6,33.5,3-6 PM,7.7,Other,14.3,45.77,3-5 %,4.0,5.0,4.0,2.0,71.59414902765995,Delay,6.0,Light,Weekdays,Truck,3.37,5.37,5.66,50.0,0.92,Reduce service area,5.0,5.0,10.0,Yes,2.0,4.0,5.0,3.0,None,7.5,24.9,6 mo,Dubai core,"DSF,Ramadan",Yes,Yes,26.3,1.0,4.0,2+ years
Ajman,Electronics,14.0,3.55,B2B,2.5,43.0,54.5,"6-9 PM,12-3 PM",75.3,Fetchr,5.7,22.98,1-3 %,1.0,5.0,5.0,3.0,6.7,Delay,4.0,Heavy,Weekends,Bike,3.1,3.75,10.41,31.5,1.05,Raise delivery fee,4.0,5.0,0.0,Yes,5.0,4.0,4.0,4.0,Driver adoption,5.5,7.8,12 mo+,Dubai core,"Ramadan,Year-end",Yes,No,42.2,4.0,4.0,6 months
Dubai,Food-delivery,17.0,2.5,B2C,36.5,51.0,12.5,"12-3 PM,6-9 PM",7.3,Competitor B,12.2,22.94,5-10 %,3.0,5.0,3.0,4.0,7.9,Delay,6.0,Heavy,Weekdays,N/A,3.05,4.45,4.66,100.0,0.53,Switch provider,4.0,5.0,6.0,No,3.0,5.0,4.0,5.0,Tech failures,5.5,13.9,12 mo+,Dubai core,"Year-end,Ramadan,Eid",Yes,No,7.1,3.0,4.0,6 months
Dubai,E-commerce,13.0,1.15,Both,6.4,51.8,41.8,"6-9 PM,3-6 PM",5.8,Competitor A,30.2,28.82,1-3 %,1.0,4.0,5.0,1.0,2.7,Delay,6.0,Heavy,Weekdays,Van,2.92,4.27,6.6,31.4,0.98,Reduce service area,4.0,4.0,7.0,No,4.0,1.0,3.0,3.0,Driver adoption,8.2,26.7,12 mo+,Abu Dhabi suburbs,"DSF,Ramadan,Eid",Yes,No,20.7,5.0,5.0,Month-to-month
Dubai,Other,47.0,5.37,Both,6.6,44.0,49.4,"12-3 PM,9 AM-12",83.6,Competitor B,29.1,15.06,1-3 %,3.0,4.0,3.0,5.0,17.0,Cost overruns,6.0,Heavy,Weekdays,Van,3.12,3.85,7.72,22.9,0.55,Reduce service area,4.0,4.0,7.0,No,2.0,4.0,4.0,4.0,None,17.6,9.8,No plans,Sharjah industrial,"Back-to-School,Year-end",No,Yes,25.9,4.0,4.0,6 months
Sharjah,E-commerce,7.0,3.71,B2C,19.0,43.3,37.7,6-9 AM,15.9,Aramex,9.8,33.8,1-3 %,4.0,5.0,2.0,5.0,22.9,Damaged goods,4.0,Moderate,Weekdays,N/A,2.96,3.56,12.21,28.3,0.93,Raise delivery fee,3.0,4.0,6.0,No,1.0,5.0,5.0,5.0,Data privacy,6.4,11.7,12 mo+,Northern Emirates,"Ramadan,Year-end,DSF",Yes,Yes,14.5,2.0,3.0,Month-to-month
Abu Dhabi,Electronics,19.0,4.14,Both,44.2,43.6,12.2,"9 AM-12,6-9 PM,6-9 AM",10.0,Aramex,13.5,8.67,>10 %,1.0,1.0,3.0,3.0,6.1,Cost overruns,7.0,Light,Weekdays,Bike,2.64,4.07,6.62,41.4,0.65,Switch provider,1.0,4.0,5.0,Yes,4.0,3.0,4.0,2.0,None,7.1,26.7,12 mo+,Dubai core,"Back-to-School,DSF,Ramadan",Yes,No,11.9,3.0,4.0,Month-to-month
Fujairah,Pharma & Med-supplies,21.0,3.05,B2C,8.0,53.7,38.3,"12-3 PM,9 AM-12,6-9 PM",8.7,Competitor A,6.0,43.04,5-10 %,1.0,4.0,3.0,3.0,13.4,Delay,3.0,Moderate,Weekdays,Van,3.14,3.44,7.97,33.8,0.84,Raise delivery fee,3.0,4.0,8.0,No,4.0,4.0,3.0,4.0,Tech failures,17.5,26.5,No plans,Sharjah industrial,"Back-to-School,Eid,Year-end",No,Yes,3.6,4.0,5.0,6 months
Dubai,Electronics,18.0,8.23,B2B,24.6,21.6,53.9,"6-9 AM,6-9 PM",32.2,Aramex,17.5,36.8,>10 %,1.0,4.0,2.0,2.0,1.6,Poor support,6.0,Light,Weekdays,Van,3.24,3.42,6.6,32.2,0.72,Switch provider,4.0,4.0,4.0,Yes,3.0,4.0,4.0,5.0,Tech failures,6.0,11.4,6 mo,Dubai core,"Ramadan,Back-to-School,Year-end",No,Yes,14.8,4.0,3.0,Month-to-month
Abu Dhabi,E-commerce,43.0,2.45,B2C,5.4,35.1,59.5,"3-6 PM,9 AM-12",30.9,Competitor B,7.3,40.12,>10 %,4.0,4.0,4.0,4.0,4.6,Cost overruns,6.0,Heavy,Equally both,Bike,3.0,4.45,8.0,18.4,0.5,Absorb cost,2.0,3.0,4.0,No,3.0,3.0,5.0,4.0,Tech failures,3.5,16.5,No plans,Dubai core,"Eid,Year-end",No,No,3.7,4.0,4.0,1 year
Sharjah,Other,6.0,1.74,B2B,9.2,36.5,54.4,12-3 PM,36.9,Fetchr,11.8,17.58,>10 %,3.0,1.0,3.0,4.0,16.3,Billing errors,5.0,Heavy,Weekdays,Van,2.69,5.74,12.64,24.2,0.69,Absorb cost,5.0,2.0,7.0,No,2.0,5.0,5.0,4.0,Data privacy,7.1,22.5,12 mo+,Sharjah industrial,None,Yes,No,33.1,2.0,4.0,1 year
Dubai,Other,31.0,9.01,B2C,43.5,41.0,15.5,"12-3 PM,6-9 PM,3-6 PM",21.6,In-house,18.8,50.35,1-3 %,5.0,2.0,3.0,5.0,6.0,Damaged goods,5.0,Moderate,Weekdays,Van,2.9,4.18,7.35,35.3,0.93,Raise delivery fee,5.0,3.0,3.0,Yes,2.0,4.0,4.0,5.0,Data privacy,6.4,20.9,3 mo,Northern Emirates,Year-end,Yes,Yes,39.2,3.0,4.0,1 year
Fujairah,Grocery/Retail,7.0,0.89,B2B,7.0,43.1,49.8,"3-6 PM,9 AM-12",101.9,Aramex,10.3,29.88,3-5 %,1.0,5.0,5.0,2.0,4.3,Damaged goods,3.0,Heavy,Weekdays,Mix,2.8,5.73,62.77,37.5,0.93,Raise delivery fee,5.0,5.0,1.0,No,4.0,4.0,5.0,4.0,None,11.6,12.2,6 mo,Dubai core,,Yes,No,27.2,3.0,2.0,1 year
Abu Dhabi,Grocery/Retail,13.0,3.03,B2B,0.6,56.2,100.0,3-6 PM,26.8,Competitor B,13.2,50.55,<1 %,1.0,5.0,5.0,3.0,5.1,Poor support,5.0,Light,Weekdays,Van,3.08,3.87,18.14,32.2,0.61,Absorb cost,5.0,3.0,1.0,Yes,4.0,4.0,4.0,5.0,Data privacy,8.4,12.6,No plans,Dubai core,"Year-end,DSF",Yes,Yes,33.0,2.0,4.0,1 year
Dubai,Electronics,6.0,3.17,B2C,4.5,65.0,30.5,3-6 PM,20.9,Competitor A,21.9,31.1,1-3 %,2.0,3.0,3.0,3.0,1.3,Delay,12.0,Heavy,Weekends,Van,2.73,2.8,6.39,37.9,0.6,Switch provider,5.0,4.0,10.0,Yes,4.0,5.0,2.0,4.0,Tech failures,6.0,13.0,3 mo,Sharjah industrial,Back-to-School,Yes,Yes,3.8,4.0,4.0,6 months
Dubai,Grocery/Retail,15.0,3.1,B2C,30.4,36.7,33.0,"12-3 PM,9 AM-12,3-6 PM",10.9,Competitor A,22.4,37.01,5-10 %,3.0,4.0,3.0,2.0,13.9,Billing errors,3.0,Moderate,Weekdays,Truck,3.29,3.89,2.43,19.0,0.66,Raise delivery fee,4.0,3.0,8.0,No,5.0,4.0,4.0,4.0,Data privacy,24.7,15.8,6 mo,Dubai core,None,No,Yes,35.6,29.67928265976503,5.0,1 year
Ajman,Grocery/Retail,12.0,1.31,Both,23.9,29.0,47.1,"6-9 AM,3-6 PM",8.9,Aramex,9.6,23.14,1-3 %,4.0,5.0,2.0,4.0,19.1,Delay,8.0,Moderate,Weekends,Van,3.19,4.74,21.47,32.1,0.9,Switch provider,4.0,4.0,4.0,No,4.0,5.0,4.0,5.0,Data privacy,4.2,21.2,No plans,Northern Emirates,,No,Yes,12.0,5.0,3.0,6 months
Abu Dhabi,Grocery/Retail,74.0,1.63,B2C,18.9,69.2,11.9,"6-9 PM,12-3 PM,6-9 AM",110.3,Competitor A,7.1,12.94,1-3 %,1.0,3.0,5.0,2.0,13.3,Damaged goods,6.0,Heavy,Weekends,Bike,3.23,5.5,11.4,28.1,0.79,Switch provider,5.0,3.0,0.0,No,5.0,5.0,2.0,3.0,None,22.6,14.0,12 mo+,Abu Dhabi suburbs,DSF,No,No,30.2,4.0,5.0,6 months
Sharjah,Food-delivery,24.0,5.9,B2B,33.5,38.6,27.9,"9 AM-12,6-9 AM,12-3 PM",8.8,Competitor B,10.9,22.14,3-5 %,3.0,4.0,27.48663562093376,5.0,4.6,Delay,6.0,Moderate,Weekdays,Van,3.05,2.74,10.93,42.3,1.06,Raise delivery fee,4.0,4.0,7.0,Yes,3.0,3.0,4.0,5.0,None,16.8,13.0,No plans,Northern Emirates,None,No,No,22.3,4.0,4.0,Month-to-month
Sharjah,Electronics,28.0,53.39260237440671,Both,2.1,66.8,31.0,6-9 AM,10.9,Aramex,8.8,34.56,3-5 %,4.0,5.0,3.0,2.0,15.6,Billing errors,5.0,Moderate,Equally both,Truck,3.25,2.88,6.46,46.0,0.86,Absorb cost,5.0,3.0,3.0,Yes,5.0,4.0,4.0,3.0,Driver adoption,7.0,16.4,3 mo,Dubai core,,No,No,10.0,4.0,3.0,1 year
Dubai,E-commerce,8.0,2.58,B2B,46.4,40.4,13.2,"6-9 AM,6-9 PM",24.4,Aramex,5.8,24.74,1-3 %,4.0,4.0,4.0,4.0,3.5,Damaged goods,7.0,Heavy,Weekdays,Van,2.97,4.41,15.29,20.6,0.64,Raise delivery fee,3.0,4.0,10.0,No,4.0,5.0,5.0,5.0,Driver adoption,5.7,24.5,6 mo,Abu Dhabi suburbs,Ramadan,No,Yes,28.7,2.0,4.0,6 months
Sharjah,Other,36.0,1.9,B2C,16.9,64.9,18.3,"3-6 PM,6-9 PM",74.6,Aramex,20.3,17.42,1-3 %,1.0,4.0,4.0,3.0,2.1,Poor support,6.0,Heavy,Weekdays,Mix,2.79,6.22,36.29,43.3,0.3,Reduce service area,2.0,4.0,2.0,Yes,5.0,4.0,5.0,4.0,Tech failures,5.0,20.2,12 mo+,Dubai core,"DSF,Back-to-School,Year-end",No,No,29.6,1.0,3.0,6 months
RAK,E-commerce,74.0,1.14,B2C,43.4,33.2,23.4,"6-9 AM,9 AM-12,12-3 PM",11.8,Competitor B,6.1,25.23,1-3 %,4.0,4.0,5.0,2.0,5.5,Billing errors,8.0,Moderate,Equally both,Van,3.21,5.01,15.07,23.4,1.1,Raise delivery fee,4.0,3.0,0.0,No,36.83241097328366,4.0,3.0,4.0,Driver adoption,8.8,13.3,3 mo,Dubai core,"Year-end,Back-to-School,Ramadan",Yes,Yes,25.8,5.0,2.0,6 months
Dubai,E-commerce,40.0,5.84,B2B,30.8,41.8,27.3,"6-9 AM,12-3 PM",21.7,Aramex,12.8,20.91,5-10 %,3.0,3.0,4.0,4.0,100.0,Delay,5.0,Moderate,Weekdays,Van,3.14,4.5,11.62,29.8,1.12,Raise delivery fee,4.0,5.0,8.0,No,5.0,3.0,4.0,5.0,Tech failures,11.8,2.3,12 mo+,Northern Emirates,"DSF,Eid,Back-to-School",No,No,39.1,2.0,1.0,Month-to-month
Sharjah,Other,7.0,6.05,B2C,7.5,55.0,37.5,"6-9 AM,12-3 PM,3-6 PM",32.5,In-house,13.2,30.05,1-3 %,5.0,2.0,3.0,3.0,5.0,Delay,9.0,Moderate,Weekdays,Mix,3.45,3.12,4.71,30.8,0.67,Absorb cost,5.0,3.0,4.0,No,1.0,2.0,5.0,5.0,Data privacy,4.3,34.7,12 mo+,Abu Dhabi suburbs,None,Yes,No,5.8,3.0,5.0,Month-to-month
Dubai,E-commerce,13.0,0.61,Both,7.2,73.9,18.9,"6-9 AM,9 AM-12",29.0,In-house,7.2,67.62,5-10 %,4.0,4.0,3.0,2.0,10.7,Delay,3.0,Light,Weekdays,Mix,2.88,4.57,3.62,30.0,0.67,Switch provider,4.0,4.0,6.0,No,4.0,4.0,3.0,4.0,Tech failures,4.6,28.5,12 mo+,Sharjah industrial,DSF,No,Yes,14.9,1.0,3.0,1 year
Dubai,E-commerce,21.0,0.78,B2B,21.8,59.5,18.7,6-9 AM,62.7,Aramex,12.0,82.23,<1 %,2.0,4.0,4.0,4.0,9.3,Poor support,8.0,Light,Weekdays,Van,3.0,2.93,6.16,30.0,0.31,Raise delivery fee,3.0,3.0,3.0,No,5.0,3.0,3.0,2.0,Driver adoption,4.7,18.2,No plans,Dubai core,,No,Yes,46.0,4.0,4.0,1 year
Dubai,Grocery/Retail,12.0,3.6,Both,10.0,38.6,51.4,6-9 AM,35.6,Fetchr,18.7,22.89,3-5 %,5.0,4.0,5.0,4.0,10.9,Damaged goods,9.0,Moderate,Weekdays,Van,2.83,3.56,22.24,38.1,0.98,Absorb cost,1.0,5.0,6.0,No,5.0,4.0,4.0,1.0,Tech failures,5.6,18.9,No plans,Dubai core,DSF,No,No,19.9,3.0,4.0,1 year
Ajman,Food-delivery,152.0,3.9,B2C,7.5,86.1,6.4,"6-9 AM,12-3 PM",131.4,Competitor B,13.6,30.24,1-3 %,4.0,5.0,4.0,2.0,2.7,Damaged goods,6.0,Heavy,Weekdays,N/A,3.18,3.87,4.37,21.7,0.83,Absorb cost,4.0,4.0,2.0,Yes,3.0,5.0,3.0,4.0,Tech failures,18.5,15.9,6 mo,Abu Dhabi suburbs,"Year-end,Back-to-School,DSF",No,Yes,9.7,3.0,4.0,6 months
Dubai,E-commerce,13.0,2.49,B2B,39.5,41.9,18.6,"6-9 PM,9 AM-12",37.2,Fetchr,8.3,7.71,1-3 %,1.0,3.0,3.0,4.0,10.9,Poor support,5.0,Heavy,Weekdays,N/A,2.91,4.69,20.83,36.7,0.76,Raise delivery fee,2.0,5.0,3.0,Yes,5.0,4.0,4.0,4.0,Data privacy,3.8,100.0,12 mo+,Sharjah industrial,,No,No,0.8,1.0,5.0,Month-to-month
Dubai,Grocery/Retail,19.0,3.26,B2C,8.4,47.3,44.2,"6-9 AM,12-3 PM",32.7,Competitor B,19.8,28.23,5-10 %,1.0,5.0,5.0,3.0,14.4,Cost overruns,3.0,Moderate,Weekdays,Van,3.39,4.56,5.3,13.4,0.61,Reduce service area,5.0,2.0,4.0,No,5.0,3.0,5.0,3.0,Data privacy,22.9,16.5,6 mo,Abu Dhabi suburbs,"Ramadan,DSF,Back-to-School",No,Yes,54.1,4.0,5.0,1 year
Abu Dhabi,E-commerce,12.0,2.86,B2C,15.1,45.6,39.3,6-9 AM,10.1,Competitor B,11.2,17.19,1-3 %,3.0,1.0,2.0,4.0,6.7,Cost overruns,4.0,Moderate,Weekdays,Van,2.97,3.73,19.62,20.1,0.5,Raise delivery fee,3.0,5.0,3.0,No,4.0,3.0,2.0,5.0,Driver adoption,2.0,17.2,6 mo,Sharjah industrial,Eid,Yes,No,10.0,3.0,5.0,6 months
Dubai,Grocery/Retail,24.0,3.37,B2C,8.1,61.5,30.4,"3-6 PM,6-9 AM,12-3 PM",32.1,Competitor A,17.3,30.99,3-5 %,5.0,3.0,4.0,5.0,12.5,Billing errors,4.0,Light,Weekends,Van,2.82,4.53,4.99,25.6,0.88,Reduce service area,3.0,4.0,7.0,No,3.0,5.0,5.0,3.0,Driver adoption,4.1,18.9,6 mo,Dubai core,"DSF,Year-end",No,No,32.9,4.0,2.0,Month-to-month
Sharjah,Pharma & Med-supplies,60.0,1.93,B2B,31.7,55.0,13.3,"12-3 PM,3-6 PM,6-9 PM",13.6,Other,14.8,9.94,<1 %,3.0,2.0,4.0,4.0,12.5,Delay,6.0,Heavy,Weekdays,Bike,3.21,4.04,11.32,36.9,0.62,Raise delivery fee,3.0,5.0,5.0,No,5.0,4.0,4.0,5.0,Driver adoption,18.2,25.4,No plans,Sharjah industrial,None,Yes,No,46.4,4.0,3.0,Month-to-month
Fujairah,E-commerce,22.0,3.3,Both,17.0,50.2,32.7,"6-9 AM,12-3 PM",21.6,Aramex,13.9,20.92,5-10 %,5.0,3.0,5.0,3.0,4.7,Delay,3.0,Light,Weekdays,N/A,2.89,6.34,24.77,26.7,0.84,Absorb cost,2.0,5.0,8.0,Yes,5.0,5.0,5.0,3.0,Tech failures,12.8,19.8,12 mo+,Dubai core,None,Yes,No,56.3,5.0,4.0,2+ years
Dubai,Other,16.0,2.22,Both,23.9,13.5,62.6,"9 AM-12,6-9 AM,3-6 PM",30.8,Competitor A,10.5,10.73,>10 %,2.0,4.0,4.0,3.0,17.0,Poor support,4.0,Heavy,Weekends,Bike,2.95,3.98,11.73,32.3,1.05,Absorb cost,4.0,4.0,8.0,No,3.0,4.0,5.0,5.0,Data privacy,6.3,20.1,12 mo+,Dubai core,Back-to-School,No,No,33.1,4.0,4.0,Month-to-month
Dubai,Electronics,8.0,2.11,Both,7.2,51.1,41.8,"12-3 PM,6-9 PM,9 AM-12",36.8,Aramex,9.9,21.83,1-3 %,1.0,3.0,2.0,3.0,12.6,Delay,3.0,Moderate,Weekdays,Bike,3.01,5.01,3.51,44.7,0.8,Raise delivery fee,2.0,3.0,2.0,No,3.0,4.0,3.0,4.0,Data privacy,19.9,18.3,3 mo,Dubai core,"Year-end,Ramadan,Eid",Yes,Yes,19.7,5.0,5.0,6 months
Other,Food-delivery,52.0,1.08,Both,26.7,46.1,27.2,"6-9 PM,6-9 AM,12-3 PM",27.8,Competitor A,10.5,99.38,1-3 %,1.0,5.0,4.0,3.0,8.2,Delay,3.0,Moderate,Weekends,Van,3.16,5.59,11.07,13.6,0.71,Raise delivery fee,5.0,4.0,1.0,No,3.0,26.393175199119998,4.0,5.0,Driver adoption,6.1,20.5,6 mo,Dubai core,"Ramadan,Year-end",Yes,Yes,64.6,5.0,4.0,6 months
Dubai,Other,17.0,2.99,B2C,23.8,46.4,29.8,"6-9 PM,6-9 AM,12-3 PM",11.8,Aramex,9.0,14.4,1-3 %,2.0,5.0,5.0,2.0,4.8,Delay,5.0,Light,Weekdays,Van,3.18,4.71,13.88,42.2,4.989554135191488,Absorb cost,1.0,4.0,1.0,No,4.0,4.0,4.0,4.0,Driver adoption,7.1,19.5,3 mo,Sharjah industrial,"Back-to-School,Ramadan,Eid",No,Yes,26.3,3.0,5.0,1 year
Dubai,Other,17.0,5.38,B2C,24.1,43.9,32.0,"12-3 PM,6-9 AM",11.7,Competitor A,33.9,13.67,5-10 %,3.0,1.0,3.0,3.0,6.2,Billing errors,8.0,Moderate,Weekdays,Van,3.03,3.1,26.47,37.5,0.69,Raise delivery fee,3.0,2.0,6.0,Yes,5.0,4.0,4.0,4.0,Data privacy,18.7,13.2,12 mo+,Sharjah industrial,Eid,No,Yes,2.9,5.0,3.0,Month-to-month
Fujairah,Manufacturing,3.0,2.73,B2C,48.6,46.5,4.9,"3-6 PM,6-9 AM",10.7,Competitor B,13.0,24.37,1-3 %,4.0,4.0,5.0,3.0,4.4,Damaged goods,12.0,Moderate,Weekdays,Van,3.05,3.33,22.82,29.4,0.75,Absorb cost,5.0,4.0,10.0,Yes,4.0,4.0,3.0,4.0,Data privacy,2.4,4.9,3 mo,Dubai core,,Yes,Yes,51.5,2.0,4.0,6 months
Ajman,Pharma & Med-supplies,18.0,2.69,B2B,16.6,57.4,26.0,"9 AM-12,3-6 PM",36.5,Other,8.7,15.06,5-10 %,5.0,5.0,4.0,3.0,7.2,Delay,4.0,Light,Weekdays,Bike,3.36,4.17,10.18,25.6,0.64,Absorb cost,4.0,4.0,8.0,No,4.0,5.0,4.0,3.0,Tech failures,2.2,11.3,6 mo,Dubai core,"DSF,Eid,Ramadan",No,Yes,14.7,3.0,3.0,1 year
Abu Dhabi,Food-delivery,14.0,7.05,B2C,6.4,52.1,41.5,3-6 PM,21.6,Aramex,15.9,51.31,1-3 %,2.0,2.0,3.0,4.0,19.9,Delay,4.0,Moderate,Weekends,Bike,3.03,3.43,13.92,30.5,0.69,Absorb cost,5.0,5.0,1.0,No,4.0,4.0,4.0,4.0,Driver adoption,14.4,16.5,No plans,Dubai core,"Ramadan,Year-end",Yes,Yes,15.4,3.0,3.0,1 year
Abu Dhabi,Grocery/Retail,4.0,6.14,B2B,16.5,61.3,22.1,9 AM-12,30.3,Competitor B,24.1,14.91,<1 %,2.0,4.0,5.0,1.0,13.2,Cost overruns,3.0,Moderate,Weekdays,Truck,3.35,4.33,26.34,43.9,0.7,Raise delivery fee,3.0,2.0,6.0,No,5.0,5.0,1.0,4.0,Tech failures,11.8,21.9,6 mo,Dubai core,,No,No,63.1,5.0,4.0,2+ years
RAK,E-commerce,44.0,9.4,Both,19.4,39.1,41.5,"6-9 AM,3-6 PM",11.1,Fetchr,8.7,10.8,>10 %,4.0,5.0,3.0,3.0,4.0,Delay,4.0,Moderate,Weekdays,N/A,2.93,5.09,21.28,34.2,0.75,Switch provider,3.0,5.0,3.0,No,5.0,4.0,3.0,1.0,Tech failures,3.5,19.3,12 mo+,Sharjah industrial,Ramadan,Yes,No,15.8,5.0,5.0,Month-to-month
Abu Dhabi,Pharma & Med-supplies,13.0,12.86,B2B,15.4,33.4,51.2,6-9 AM,15.6,Fetchr,17.1,35.48,3-5 %,1.0,3.0,4.0,5.0,6.2,Delay,6.0,Heavy,Weekdays,Van,3.09,4.85,6.21,28.1,1.0,Raise delivery fee,3.0,3.0,7.0,No,5.0,4.0,5.0,5.0,None,17.0,23.7,3 mo,Northern Emirates,DSF,Yes,Yes,47.1,3.0,3.0,6 months
Abu Dhabi,Pharma & Med-supplies,91.0,3.44,Both,35.2,28.5,36.3,"6-9 PM,3-6 PM,12-3 PM",59.8,Competitor B,13.0,54.75,1-3 %,1.0,5.0,5.0,3.0,21.7,Delay,3.0,Moderate,Weekdays,Mix,2.73,4.76,12.97,100.0,0.74,Reduce service area,4.0,5.0,9.0,Yes,5.0,4.0,2.0,4.0,Data privacy,7.3,2.9,6 mo,Dubai core,,No,No,20.5,3.0,5.0,2+ years
Sharjah,Grocery/Retail,62.0,1.66,B2B,23.7,69.5,6.8,"3-6 PM,6-9 PM,12-3 PM",19.4,Competitor A,4.6,28.58,1-3 %,1.0,4.0,5.0,3.0,9.7,Poor support,3.0,Heavy,Weekdays,Van,2.98,6.53,1.82,31.9,0.53,Absorb cost,4.0,3.0,0.0,No,3.0,5.0,5.0,3.0,Tech failures,22.3,26.9,3 mo,Dubai core,Eid,No,Yes,54.0,4.0,4.0,1 year
Abu Dhabi,Food-delivery,11.0,2.43,Both,16.8,41.0,42.1,"3-6 PM,6-9 AM,12-3 PM",76.1,Competitor B,6.5,17.1,3-5 %,5.0,5.0,4.0,5.0,4.4,Poor support,2.0,Heavy,Weekdays,Van,3.12,5.79,3.3,28.2,0.47,Reduce service area,5.0,4.0,3.0,No,4.0,3.0,5.0,5.0,Tech failures,23.5,16.6,12 mo+,Sharjah industrial,"Year-end,DSF",Yes,Yes,40.2,4.0,4.0,1 year
Abu Dhabi,Grocery/Retail,60.0,4.68,B2C,10.0,46.3,43.7,"12-3 PM,3-6 PM",39.0,Competitor B,8.8,33.5,3-5 %,4.0,2.0,3.0,1.0,12.0,Cost overruns,8.0,Heavy,Weekends,Van,3.12,4.29,7.64,33.3,0.56,Switch provider,3.0,3.0,2.0,No,4.0,5.0,4.0,5.0,Driver adoption,8.0,10.2,6 mo,Sharjah industrial,DSF,Yes,Yes,37.0,3.0,4.0,Month-to-month
Dubai,E-commerce,72.0,7.88,B2C,16.8,36.0,47.1,6-9 PM,17.7,Aramex,9.1,36.38,1-3 %,1.0,4.0,3.0,4.0,11.7,Delay,3.0,Heavy,Weekends,Van,2.92,4.3,7.91,27.4,1.01,Reduce service area,3.0,2.0,9.0,No,4.0,5.0,4.0,4.0,Driver adoption,10.3,14.8,No plans,Northern Emirates,Year-end,No,No,14.7,4.0,3.0,1 year
Abu Dhabi,E-commerce,12.0,1.77,B2B,24.7,36.6,38.7,12-3 PM,55.8,In-house,7.7,53.28,1-3 %,5.0,1.0,3.0,3.0,12.2,Damaged goods,6.0,Heavy,Weekends,Mix,26.18046652071074,3.47,2.57,35.4,0.67,Absorb cost,5.0,4.0,0.0,Yes,3.0,4.0,4.0,3.0,None,17.3,23.2,3 mo,Northern Emirates,"DSF,Ramadan,Eid",No,Yes,29.3,4.0,4.0,1 year
Abu Dhabi,Food-delivery,8.0,3.87,B2C,23.0,69.4,7.5,"6-9 AM,6-9 PM",29.9,Competitor A,11.1,35.93,3-5 %,2.0,4.0,2.0,3.0,6.8,Billing errors,6.0,Heavy,Weekdays,Van,3.08,3.48,33.04,41.3,1.11,Switch provider,3.0,5.0,2.0,Yes,4.0,4.0,4.0,4.0,None,14.3,19.0,3 mo,Dubai core,Eid,Yes,Yes,27.7,3.0,4.0,Month-to-month
Dubai,Pharma & Med-supplies,3.0,2.06,B2C,18.7,52.3,28.9,12-3 PM,11.4,Aramex,19.2,7.91,3-5 %,3.0,4.0,4.0,1.0,2.6,Damaged goods,5.0,Moderate,Weekdays,Mix,3.23,4.27,19.95,31.7,0.91,Raise delivery fee,3.0,3.0,1.0,Yes,4.0,5.0,2.0,1.0,None,3.6,20.7,3 mo,Sharjah industrial,"DSF,Eid,Ramadan",Yes,No,25.7,3.0,5.0,6 months
Dubai,Grocery/Retail,27.0,3.04,Both,25.7,39.0,35.4,12-3 PM,25.4,Competitor A,8.2,24.81,5-10 %,2.0,3.0,5.0,3.0,1.1,Cost overruns,2.0,Moderate,Weekdays,N/A,2.96,5.15,13.41,28.6,0.88,Switch provider,3.0,5.0,6.0,No,4.0,3.0,3.0,2.0,None,16.5,22.1,6 mo,Sharjah industrial,"Eid,Back-to-School",Yes,Yes,45.0,3.0,4.0,1 year
Sharjah,Manufacturing,9.0,3.01,Both,10.0,55.2,34.8,"6-9 AM,12-3 PM",25.7,In-house,21.2,18.92,>10 %,3.0,4.0,2.0,3.0,15.4,Poor support,8.0,Moderate,Weekends,Mix,3.17,4.39,22.29,34.7,0.85,Switch provider,2.0,5.0,4.0,Yes,5.0,1.0,3.0,5.0,Driver adoption,7.6,15.2,12 mo+,Dubai core,Ramadan,No,No,53.0,5.0,5.0,1 year
Dubai,Food-delivery,27.0,4.17,B2C,3.4,77.1,19.5,"6-9 PM,3-6 PM",14.6,Other,21.0,22.23,3-5 %,3.0,4.0,5.0,4.0,16.2,Delay,3.0,Heavy,Weekdays,N/A,3.09,3.72,16.52,26.9,0.53,Switch provider,24.913058492902056,4.0,5.0,No,4.0,1.0,5.0,5.0,Driver adoption,0.8,1.7,3 mo,Dubai core,Ramadan,Yes,Yes,6.2,4.0,4.0,1 year
Dubai,Grocery/Retail,12.0,11.24,B2B,7.8,70.2,22.0,"3-6 PM,12-3 PM",17.1,Competitor A,11.2,5.24,3-5 %,1.0,4.0,3.0,2.0,16.3,Billing errors,5.0,Heavy,Weekdays,Truck,23.99146430326001,3.5,6.05,21.7,0.56,Raise delivery fee,3.0,4.0,4.0,No,4.0,5.0,4.0,5.0,None,3.6,20.7,6 mo,Northern Emirates,,Yes,No,58.7,5.0,5.0,6 months
